cleaned_summary,Sentiment
stressful job ever get fired even sneeze loud,Negative
handling monotony customer questions,Neutral
college home advisor,Neutral
working amazon month roughly currently warehouse associate,Neutral
review,Neutral
poor sales environment,Negative
depends managers teams,Neutral
great growing retail company,Positive
negative reviews site accurate,Neutral
good opportunity broaden horizons,Positive
hire fire,Neutral
creative,Positive
warehouse lead,Neutral
specialist,Neutral
bottom barrel,Neutral
job,Neutral
fc associate,Neutral
excellent marketing employees bad hype,Positive
transaction risk investigator,Neutral
great company culture remote jobs growth opportunities,Positive
solid company good employees,Positive
amazoncom,Neutral
try luck,Neutral
work life balance,Neutral
customer service associate,Neutral
great company,Positive
routine oriented,Neutral
apple store mac mobile technician,Neutral
one best companies work retailspecialist,Positive
sr data engineeer,Neutral
catalog associate,Neutral
partner account manager,Neutral
partner account manager,Neutral
good work slow progress,Positive
good experience,Positive
challenging rewarding,Positive
could improved,Neutral
stow,Neutral
worst call center work ever,Negative
toxic work environment,Negative
janitor,Neutral
cool,Positive
amazon sory,Neutral
good company,Positive
packer,Neutral
amazon warehouse sorter,Neutral
part time employee,Neutral
apple retail apple corporate,Neutral
tsp,Neutral
picker,Neutral
sales,Neutral
recruiting manager,Neutral
software development engineer,Neutral
good place work,Positive
discipline,Neutral
company fullfill dreams,Neutral
sales executive,Neutral
transportation specialist,Neutral
good company learning,Positive
decent place work shortterm,Positive
ok job,Positive
ok job,Positive
amazing amazon beware,Positive
get get make time,Neutral
exciting work say goodbye life,Positive
microsoft review,Neutral
amazon great potential works leaders,Positive
procurement manager,Neutral
technical program manager,Neutral
developer,Neutral
partner technical consultant,Neutral
amzaon,Neutral
software test engineer,Neutral
software development engineer,Neutral
good place learn,Positive
nice place work,Positive
packer,Neutral
software engineer,Neutral
program manager,Neutral
material program manager,Neutral
great company work,Positive
everyone high stress company growing pains,Negative
pm,Neutral
good scope learning,Positive
amzn,Neutral
customer obsessed employee unfriendly company,Negative
category manager,Neutral
finance,Neutral
business sales specialist,Neutral
watching company head oblivion,Neutral
operations manager,Neutral
good place work,Positive
pa,Neutral
program manager,Neutral
good pay,Positive
project manager,Neutral
apple review,Neutral
good pay fun work work life balance,Positive
operations manager,Neutral
good work,Positive
area manager,Neutral
dont work,Neutral
good company work,Positive
good starting place,Positive
tech support home,Neutral
software engineer ii,Neutral
medical insurance cover riddled ageism,Neutral
love company worklife balance,Positive
work life balance allthe thing matters meet schedules,Neutral
review,Neutral
sde,Neutral
amazon review,Neutral
bad,Negative
tranaction risk analyst,Neutral
program manager,Neutral
interesting place short stint,Positive
process assistant,Neutral
suck everything work life balance long illegal working hours good learnings though,Neutral
sr financial analyst,Neutral
google great place work end day job,Positive
great first job work life balance,Positive
ride wheels fall,Neutral
koolaid culture,Neutral
listen reviewers,Neutral
amazing company employees,Positive
good company learners,Positive
reconsider joining company,Neutral
work years get experience,Neutral
good place grow short term,Positive
sdet ii,Neutral
everyone,Neutral
apple awesome,Positive
sde,Neutral
good,Positive
experience amazon,Neutral
specialist,Neutral
logistics,Neutral
sr hrbp,Neutral
good work ethics,Positive
good,Positive
area manager operations,Neutral
microsoft great prague,Positive
microsoft great prague,Positive
trms amazonin hyderabad,Neutral
sr program support specialist,Neutral
technical specialist,Neutral
long hours,Neutral
work life balance,Neutral
propagandize real something,Positive
uc engineer,Neutral
good pay work life balance,Positive
sde,Neutral
okay,Positive
okay,Positive
must,Neutral
long,Neutral
challenging workplace,Positive
work life balance,Neutral
good work life balance,Positive
favorable,Neutral
good great retail,Positive
sde amazon,Neutral
okay,Positive
ok,Positive
worklife balance,Neutral
team supervisor,Neutral
great place work,Positive
need cultural changes,Neutral
senior associate,Neutral
time big,Neutral
ok great,Positive
support engineer,Neutral
lots hype,Neutral
used,Neutral
technology consultant,Neutral
life within amazon,Neutral
hear true work life balance lots turnover,Positive
harder initially slowly became easier,Negative
dont expect work life balance,Neutral
sdm,Neutral
manager,Neutral
hr,Neutral
overworkedundervalued,Neutral
software engineer,Neutral
area manager years,Neutral
great place learning work life balance,Positive
member technical,Neutral
hr associate,Neutral
great place learn work hard,Positive
amazoncom review,Neutral
aha horrible culture,Negative
hectic work long work hours,Neutral
area manager,Neutral
microsoft,Neutral
content test associate,Neutral
absolutely work life balance,Positive
great place work dont family,Positive
good company stressful,Negative
amazon,Neutral
software developer,Neutral
work drop,Neutral
smart ppl leave work competitors,Positive
smart ppl leave work competitors,Positive
area manager,Neutral
good company work,Positive
good,Positive
area manager,Neutral
great company need right department department run differently,Positive
technical project manager,Neutral
sr human resources assistant,Neutral
area manager,Neutral
account executive,Neutral
apple pd,Neutral
ok,Positive
sr product manager,Neutral
great brand name great culture,Positive
great products work life balance,Positive
amazon review,Neutral
process associate,Neutral
exciting times,Positive
operations manager life,Neutral
program manager,Neutral
finops manager,Neutral
intern,Neutral
looks good resume,Positive
area manager,Neutral
good years grad school,Positive
marketing specialist,Neutral
really smart people around work life balance,Positive
fast pace challenging work life balance,Positive
good learning experience,Positive
good looking outside,Positive
gr company work,Neutral
good company,Positive
operations manager,Neutral
principal pm manager,Neutral
great job,Positive
great,Positive
great products servicesworst management politics,Negative
hard working fast paced work environment,Neutral
amazon,Neutral
sde,Neutral
good,Positive
trms work life balance pathetic management,Negative
,Neutral
inside tornado,Neutral
stop calling cheap frugal,Positive
genius,Neutral
interesting projects wl balance,Positive
apple life,Neutral
sdet amazon,Neutral
qa software engineer,Neutral
work life balance,Neutral
sold pipe dream,Neutral
good place start career,Positive
area manager,Neutral
expects work good machines humans,Positive
software engineer,Neutral
good work amazon nice learnings,Positive
family room specialist,Neutral
high pressure high reward,Positive
work lift balance,Neutral
apple great people,Positive
disappointing,Negative
good experience general,Positive
lack clarity,Neutral
recomend,Neutral
genius,Neutral
everyones cup tea,Neutral
network operations manager,Neutral
electrical engineer,Neutral
average experience,Negative
family want life outside amazon place,Neutral
best place work,Positive
amazon care managers,Neutral
customer obsessed yesemployee obsessed,Negative
good pay,Positive
work life balance bad place work,Negative
work life balance,Neutral
place social poeple aspire become robot correct place,Neutral
good place start career,Positive
area manager,Neutral
analyst,Neutral
job person family,Neutral
fast ride ups downs,Positive
longer customer obsessed,Negative
politics necessary get ahead,Neutral
